date,home_team,away_team,home_score,away_score,tournament,country,neutral
1957-06-19,Finland,Sweden,1,5,Friendly tournament,Finland,False
1957-06-19,Denmark,Norway,2,0,Friendly tournament,Finland,True
1957-06-20,Colombia,Paraguay,2,3,World Cup qualifier,Colombia,False
1957-06-22,Canada,United States,5,1,World Cup qualifier,Canada,False
1957-06-23,China,Indonesia,0,0,World Cup qualifier,Burma,True
1957-06-23,Colombia,Paraguay,1,2,Friendly,Colombia,False
1957-06-23,Hungary,Bulgaria,4,1,World Cup qualifier,Hungary,False
1957-06-23,Soviet Union,Poland,3,0,World Cup qualifier,Soviet Union,False
1957-06-27,Burma,China,2,1,Friendly,Burma,False
1957-06-30,Mexico,Canada,3,0,World Cup qualifier,Mexico,False
1957-06-30,Uruguay,Colombia,1,0,World Cup qualifier,Uruguay,False
1957-06-30,Denmark,Sweden,1,2,Nordic Championship,Denmark,False
1957-07-03,Mexico,Canada,2,0,World Cup qualifier,Mexico,False
1957-07-05,Finland,Poland,1,3,World Cup qualifier,Finland,False
1957-07-06,United States,Canada,2,3,World Cup qualifier,United States,False
1957-07-07,Brazil,Argentina,1,2,Roca Cup,Brazil,False
1957-07-07,Paraguay,Colombia,3,0,World Cup qualifier,Paraguay,False
1957-07-08,Iceland,Norway,0,3,Friendly tournament,Iceland,False
1957-07-10,Brazil,Argentina,2,0,Roca Cup,Brazil,False
1957-07-10,Iceland,Denmark,2,6,Friendly tournament,Iceland,False
1957-07-12,Norway,Denmark,3,1,Friendly tournament,Iceland,True
1957-07-14,Paraguay,Uruguay,5,0,World Cup qualifier,Paraguay,False
1957-07-21,China,Sudan,4,1,Friendly,China,False
1957-07-21,Bulgaria,Soviet Union,0,4,Friendly,Bulgaria,False
1957-07-27,Soviet Union,Finland,2,1,World Cup qualifier,Soviet Union,False
1957-07-28,Uruguay,Paraguay,2,0,World Cup qualifier,Uruguay,False
1957-08-04,Curaçao,Costa Rica,1,2,World Cup qualifier,Curaçao,False
1957-08-11,Honduras,Panama,2,1,CCCF Championship,Curaçao,True
1957-08-13,Curaçao,Haiti,1,3,CCCF Championship,Curaçao,False
1957-08-14,Panama,Cuba,1,0,CCCF Championship,Curaçao,True
1957-08-15,Finland,Soviet Union,0,10,World Cup qualifier,Finland,False
1957-08-16,Haiti,Honduras,2,1,CCCF Championship,Curaçao,True
1957-08-17,Aruba,Panama,2,2,Friendly,Aruba,False
1957-08-18,Curaçao,Cuba,2,0,CCCF Championship,Curaçao,False
1957-08-18,Bolivia,Paraguay,3,3,Copa Paz del Chaco,Bolivia,False
1957-08-19,Haiti,Panama,3,1,CCCF Championship,Curaçao,True
1957-08-21,Curaçao,Panama,3,0,CCCF Championship,Curaçao,False
1957-08-21,Honduras,Cuba,2,0,CCCF Championship,Curaçao,True
1957-08-21,Bolivia,Paraguay,2,1,Copa Paz del Chaco,Bolivia,False
1957-08-23,Haiti,Cuba,6,1,CCCF Championship,Curaçao,True
1957-08-25,Curaçao,Honduras,1,1,CCCF Championship,Curaçao,False
1957-08-26,Aruba,Haiti,3,1,Friendly,Aruba,False
1957-08-27,Aruba,Haiti,2,2,Friendly,Aruba,False
1957-08-31,Indonesia,Thailand,4,0,Independence Tournament,Malaya,True
1957-08-31,Singapore,South Vietnam,5,5,Independence Tournament,Malaya,True
1957-08-31,Hong Kong,Cambodia,6,2,Independence Tournament,Malaya,True
1957-09-01,South Vietnam,Singapore,2,1,Independence Tournament,Malaya,True
1957-09-01,Malaya,Burma,5,2,Independence Tournament,Malaya,False
1957-09-01,Thailand,Cambodia,3,0,Independence Tournament,Malaya,True
1957-09-01,Iceland,France,1,5,World Cup qualifier,Iceland,False
1957-09-01,Finland,Norway,0,4,Nordic Championship,Finland,False
1957-09-02,Hong Kong,Indonesia,2,1,Independence Tournament,Malaya,True
1957-09-03,Malaya,South Vietnam,1,4,Independence Tournament,Malaya,False
1957-09-03,Burma,Cambodia,2,0,Independence Tournament,Malaya,True
1957-09-03,Singapore,Thailand,6,0,Independence Tournament,Malaya,True
1957-09-03,Uganda,Tanganyika,4,2,Gossage Cup,Zanzibar,True
1957-09-04,Malaya,Hong Kong,3,3,Independence Tournament,Malaya,False
1957-09-04,Zanzibar,Kenya,1,5,Gossage Cup,Zanzibar,False
1957-09-04,Iceland,Belgium,2,5,World Cup qualifier,Iceland,False
1957-09-05,Indonesia,South Vietnam,3,1,Independence Tournament,Malaya,True
1957-09-05,Burma,Thailand,5,2,Independence Tournament,Malaya,True
1957-09-05,Cambodia,Singapore,1,1,Independence Tournament,Malaya,True
1957-09-05,Zanzibar,Tanganyika,3,3,Gossage Cup,Zanzibar,False
1957-09-07,Malaya,Indonesia,2,4,Independence Tournament,Malaya,False
1957-09-07,Hong Kong,South Vietnam,3,1,Independence Tournament,Malaya,True
1957-09-07,Singapore,Burma,3,2,Independence Tournament,Malaya,True
1957-09-07,Uganda,Kenya,2,1,Gossage Cup,Zanzibar,True
1957-09-09,Tahiti,New Hebrides,2,1,Friendly,Tahiti,False
1957-09-10,Singapore,Burma,2,1,Friendly,Singapore,False
1957-09-11,Netherlands,Luxembourg,5,2,World Cup qualifier,Netherlands,False
1957-09-15,Chile,Brazil,1,0,O'Higgins Cup,Chile,False
1957-09-15,Yugoslavia,Austria,3,3,Friendly,Yugoslavia,False
1957-09-15,Bulgaria,Hungary,1,2,World Cup qualifier,Bulgaria,False
1957-09-18,Chile,Brazil,1,1,O'Higgins Cup,Chile,False
1957-09-22,Chile,Bolivia,2,1,World Cup qualifier,Chile,False
1957-09-22,Hungary,Soviet Union,1,2,Friendly,Hungary,False
1957-09-22,Sweden,Finland,5,1,Nordic Championship,Sweden,False
1957-09-22,Norway,Denmark,2,2,Nordic Championship,Norway,False
1957-09-25,Wales,East Germany,4,1,World Cup qualifier,Wales,False
1957-09-25,Netherlands,Austria,1,1,World Cup qualifier,Netherlands,False
1957-09-29,Bolivia,Chile,3,0,World Cup qualifier,Bolivia,False
1957-09-29,Luxembourg,Austria,0,3,World Cup qualifier,Luxembourg,False
1957-09-29,Bulgaria,Poland,1,1,Friendly,Bulgaria,False
1957-09-29,Romania,Yugoslavia,1,1,World Cup qualifier,Romania,False
1957-09-30,New Caledonia,Tahiti,2,0,Friendly,New Caledonia,False
1957-09-30,New Caledonia,Tahiti,2,1,Friendly,New Caledonia,False
1957-09-30,New Caledonia,Tahiti,2,4,Friendly,New Caledonia,False
1957-10-02,Denmark,Ireland,0,2,World Cup qualifier,Denmark,False
1957-10-05,Northern Ireland,Scotland,1,1,British Championship,Northern Ireland,False
1957-10-06,Bolivia,Argentina,2,0,World Cup qualifier,Bolivia,False
1957-10-06,Hungary,France,2,0,Friendly,Hungary,False
1957-10-13,Chile,Argentina,0,2,World Cup qualifier,Chile,False
1957-10-13,Austria,Czechoslovakia,2,2,International Cup,Austria,False
1957-10-13,Sweden,Norway,5,2,Nordic Championship,Sweden,False
1957-10-13,Denmark,Finland,3,0,Nordic Championship,Denmark,False
1957-10-18,Lebanon,Saudi Arabia,1,1,Pan Arab Games,Lebanon,False
1957-10-18,Syria,Jordan,4,0,Pan Arab Games,Lebanon,True
1957-10-19,Iraq,Morocco,3,3,Pan Arab Games,Lebanon,True
1957-10-19,Tunisia,Libya,4,3,Pan Arab Games,Lebanon,True
1957-10-19,Wales,England,0,4,British Championship,Wales,False
1957-10-20,Lebanon,Syria,1,1,Pan Arab Games,Lebanon,False
1957-10-20,Jordan,Saudi Arabia,1,0,Pan Arab Games,Lebanon,True
1957-10-20,Reunion,Madagascar,1,0,Triangulaire,Mauritius,True
1957-10-20,Mexico,Costa Rica,2,0,World Cup qualifier,Mexico,False
1957-10-20,Argentina,Chile,4,0,World Cup qualifier,Argentina,False
1957-10-20,Poland,Soviet Union,2,1,World Cup qualifier,Poland,False
1957-10-21,Tunisia,Iraq,4,2,Pan Arab Games,Lebanon,True
1957-10-21,Morocco,Libya,5,1,Pan Arab Games,Lebanon,True
1957-10-22,Lebanon,Jordan,6,0,Pan Arab Games,Lebanon,False
1957-10-22,Saudi Arabia,Syria,3,1,Pan Arab Games,Lebanon,True
1957-10-23,Iraq,Libya,3,1,Pan Arab Games,Lebanon,True
1957-10-23,Morocco,Tunisia,3,1,Pan Arab Games,Lebanon,True
1957-10-24,Mauritius,Madagascar,4,0,Triangulaire,Mauritius,False
1957-10-26,Lebanon,Tunisia,2,4,Pan Arab Games,Lebanon,False
1957-10-26,Morocco,Syria,1,1,Pan Arab Games,Lebanon,True
1957-10-27,Syria,Tunisia,3,1,Pan Arab Games,Lebanon,True
1957-10-27,Mauritius,Reunion,1,0,Triangulaire,Mauritius,False
1957-10-27,Ghana,Nigeria,3,3,Jalco Cup,Ghana,False
1957-10-27,Costa Rica,Mexico,1,1,World Cup qualifier,Costa Rica,False
1957-10-27,Argentina,Bolivia,4,0,World Cup qualifier,Argentina,False
1957-10-27,Belgium,France,0,0,World Cup qualifier,Belgium,False
1957-10-27,East Germany,Czechoslovakia,1,4,World Cup qualifier,East Germany,False
1957-10-31,Cambodia,Malaya,1,3,Friendly,Cambodia,False
1957-11-03,Bulgaria,Norway,7,0,World Cup qualifier,Bulgaria,False
1957-11-03,Poland,Finland,4,0,World Cup qualifier,Poland,False
1957-11-03,Romania,Greece,3,0,World Cup qualifier,Romania,False
1957-11-06,Scotland,Switzerland,3,2,World Cup qualifier,Scotland,False
1957-11-06,England,Northern Ireland,2,3,British Championship,England,False
1957-11-06,Spain,Turkey,3,0,Friendly,Spain,False
1957-11-10,Hungary,Norway,5,0,World Cup qualifier,Hungary,False
1957-11-10,Yugoslavia,Greece,4,1,World Cup qualifier,Yugoslavia,False
1957-11-13,Scotland,Wales,1,1,British Championship,Scotland,False
1957-11-17,Netherlands,Belgium,5,2,Friendly,Netherlands,False
1957-11-17,Yugoslavia,Romania,2,0,World Cup qualifier,Yugoslavia,False
1957-11-20,West Germany,Sweden,1,0,Friendly,West Germany,False
1957-11-24,Switzerland,Spain,1,4,World Cup qualifier,Switzerland,False
1957-11-24,Soviet Union,Poland,2,0,World Cup qualifier,East Germany,True
1957-11-27,England,France,4,0,Friendly,England,False
1957-11-30,Sierra Leone,Ghana,2,3,Friendly,Sierra Leone,False
1957-12-04,Northern Ireland,Italy,2,2,Friendly,Northern Ireland,False
1957-12-08,Turkey,Belgium,1,1,Friendly,Turkey,False
1957-12-13,Egypt,Czechoslovakia,1,2,Friendly,Egypt,False
1957-12-22,West Germany,Hungary,1,0,Friendly,West Germany,False
1957-12-22,Italy,Portugal,3,0,World Cup qualifier,Italy,False
1957-12-25,France,Bulgaria,2,2,Friendly,France,False
1957-12-29,Indonesia,Bulgaria,0,2,Friendly tournament,Indonesia,False
1957-12-31,Syria,Jordan,6,1,Friendly,Syria,False
1957-12-31,Nyasaland,Northern Rhodesia,0,5,Friendly,Nyasaland,False
1957-12-31,Sierra Leone,Gold Coast,1,1,Friendly tournament,Sierra Leone,False
1958-01-15,Israel,Wales,0,2,World Cup qualifier,Israel,False
1958-01-15,Northern Ireland,Italy,2,1,World Cup qualifier,Northern Ireland,False
1958-02-05,Wales,Israel,2,0,World Cup qualifier,Wales,False
1958-02-18,Hong Kong,South Korea,3,2,Friendly,Hong Kong,False
1958-03-01,Malaya,Singapore,5,2,Friendly,Malaya,False
1958-03-02,Malaya,Singapore,3,1,Friendly,Malaya,False
1958-03-02,Belgium,West Germany,0,2,Friendly,Belgium,False
1958-03-13,France,Spain,2,2,Friendly,France,False
1958-03-19,West Germany,Spain,2,0,Friendly,West Germany,False
1958-03-23,Austria,Italy,3,2,International Cup,Austria,False
1958-03-26,Switzerland,West Germany,1,2,Friendly,Switzerland,False
1958-04-02,Netherlands,Bulgaria,1,2,Friendly,Netherlands,False
1958-04-02,Czechoslovakia,West Germany,3,2,Friendly,Czechoslovakia,False
1958-04-03,Morocco,Libya,3,1,Friendly,Morocco,False
1958-04-06,Macao,Hong Kong,1,3,Friendly,Macao,False
1958-04-06,Uruguay,Argentina,1,0,Friendly,Uruguay,False
1958-04-13,Ghana,Togo,5,2,Friendly,Ghana,False
1958-04-13,Belgium,Netherlands,2,7,Friendly,Belgium,False
1958-04-13,Spain,Portugal,1,0,Friendly,Spain,False
1958-04-16,Wales,Northern Ireland,1,1,British Championship,Wales,False
1958-04-16,France,Switzerland,0,0,Friendly,France,False
1958-04-19,Singapore,Hong Kong,1,3,Friendly,Singapore,False
1958-04-19,Scotland,England,0,4,British Championship,Scotland,False
1958-04-20,Paraguay,Argentina,1,0,Friendly,Paraguay,False
1958-04-20,Hungary,Yugoslavia,2,0,Friendly,Hungary,False
1958-04-23,Singapore,Hong Kong,1,4,Friendly,Singapore,False
1958-04-23,Netherlands,Curaçao,8,1,Friendly,Netherlands,False
1958-04-26,Argentina,Paraguay,2,0,Friendly,Argentina,False
1958-04-30,Argentina,Uruguay,2,0,Friendly,Argentina,False
1958-05-01,Albania,East Germany,1,1,Friendly,Albania,False
1958-05-03,Singapore,Malaya,3,3,Friendly,Singapore,False
1958-05-03,Tunisia,Algeria,1,5,Friendly,Tunisia,False
1958-05-04,Singapore,Malaya,0,3,Friendly,Singapore,False
1958-05-04,Trinidad and Tobago,Jamaica,1,0,Friendly,Trinidad and Tobago,False
1958-05-04,Brazil,Paraguay,5,1,Osvaldo Cruz Cup,Brazil,False
1958-05-04,Netherlands,Turkey,1,2,Friendly,Netherlands,False
1958-05-07,Brazil,Paraguay,0,0,Osvaldo Cruz Cup,Brazil,False
1958-05-07,Scotland,Hungary,1,1,Friendly,Scotland,False
1958-05-07,England,Portugal,2,1,Friendly,England,False
1958-05-07,Sweden,Switzerland,3,2,Friendly,Sweden,False
1958-05-09,Philippines,Indonesia,1,2,Friendly,Philippines,False
1958-05-09,Tunisia,Libya,4,1,Friendly tournament,Tunisia,False
1958-05-09,Algeria,Morocco,2,1,Friendly tournament,Tunisia,True
1958-05-11,Tunisia,Algeria,1,5,Friendly tournament,Tunisia,False
1958-05-11,Morocco,Libya,2,1,Friendly tournament,Tunisia,True
1958-05-11,Trinidad and Tobago,Jamaica,4,0,Friendly,Trinidad and Tobago,False
1958-05-11,Yugoslavia,England,5,0,Friendly,Yugoslavia,False
1958-05-11,Soviet Union,East Germany,4,0,Friendly,Soviet Union,False
1958-05-11,Poland,Ireland,2,2,Friendly,Poland,False
1958-05-13,Philippines,Indonesia,0,3,Friendly,Philippines,False
1958-05-13,Trinidad and Tobago,Jamaica,0,1,Friendly,Trinidad and Tobago,False
1958-05-14,Hong Kong,Taiwan,2,1,Friendly,Hong Kong,False
1958-05-14,Malaya,Pakistan,4,2,Friendly,Malaya,False
1958-05-14,Brazil,Bulgaria,4,0,Friendly,Brazil,False
1958-05-14,Austria,Ireland,3,1,Friendly,Austria,False
1958-05-16,Denmark,Curaçao,3,2,Friendly,Denmark,False
1958-05-17,Singapore,Pakistan,4,4,Friendly,Singapore,False
1958-05-18,Brazil,Bulgaria,3,1,Friendly,Brazil,False
1958-05-18,Soviet Union,England,1,1,Friendly,Soviet Union,False
1958-05-25,Hong Kong,Philippines,4,1,Asian Games,Japan,True
1958-05-25,Indonesia,Burma,4,2,Asian Games,Japan,True
1958-05-25,Pakistan,South Vietnam,1,1,Asian Games,Japan,True
1958-05-25,Taiwan,Malaya,2,1,Asian Games,Japan,True
1958-05-25,Denmark,Poland,3,2,Friendly,Denmark,False
1958-05-26,Japan,Philippines,0,1,Asian Games,Japan,False
1958-05-26,India,Burma,3,2,Asian Games,Japan,True
1958-05-26,Israel,Iran,4,0,Asian Games,Japan,True
1958-05-26,South Korea,Singapore,2,1,Asian Games,Japan,True
1958-05-26,Switzerland,Belgium,0,2,Friendly,Switzerland,False
1958-05-27,South Vietnam,Malaya,6,1,Asian Games,Japan,True
1958-05-27,Taiwan,Pakistan,3,1,Asian Games,Japan,True
1958-05-28,Japan,Hong Kong,0,2,Asian Games,Japan,False
1958-05-28,Indonesia,India,2,1,Asian Games,Japan,True
1958-05-28,South Korea,Iran,5,0,Asian Games,Japan,True
1958-05-28,Israel,Singapore,2,1,Asian Games,Japan,True
1958-05-28,Norway,Netherlands,0,0,Friendly,Norway,False
1958-05-30,Indonesia,Philippines,5,2,Asian Games,Japan,True
1958-05-30,India,Hong Kong,5,2,Asian Games,Japan,True
1958-05-30,South Korea,South Vietnam,3,1,Asian Games,Japan,True
1958-05-30,Taiwan,Israel,2,0,Asian Games,Japan,True
1958-05-31,Taiwan,Indonesia,1,0,Asian Games,Japan,True
1958-05-31,South Korea,India,3,1,Asian Games,Japan,True
1958-06-01,Indonesia,India,4,1,Asian Games,Japan,True
1958-06-01,Taiwan,South Korea,3,2,Asian Games,Japan,True
1958-06-01,Poland,Scotland,1,2,Friendly,Poland,False
1958-06-02,Finland,Hungary,1,5,Friendly,Finland,False
1958-06-04,Hong Kong,Malaya,2,2,Friendly,Hong Kong,False
1958-06-08,Sweden,Mexico,3,0,World Cup,Sweden,False
1958-06-08,West Germany,Argentina,3,1,World Cup,Sweden,True
1958-06-08,Brazil,Austria,3,0,World Cup,Sweden,True
1958-06-08,France,Paraguay,7,3,World Cup,Sweden,True
1958-06-08,Scotland,Yugoslavia,1,1,World Cup,Sweden,True
1958-06-08,England,Soviet Union,2,2,World Cup,Sweden,True
1958-06-08,Hungary,Wales,1,1,World Cup,Sweden,True
1958-06-08,Northern Ireland,Czechoslovakia,1,0,World Cup,Sweden,True
1958-06-11,Mexico,Wales,1,1,World Cup,Sweden,True
1958-06-11,Argentina,Northern Ireland,3,1,World Cup,Sweden,True
1958-06-11,Brazil,England,0,0,World Cup,Sweden,True
1958-06-11,Paraguay,Scotland,3,2,World Cup,Sweden,True
1958-06-11,Soviet Union,Austria,2,0,World Cup,Sweden,True
1958-06-11,Yugoslavia,France,3,2,World Cup,Sweden,True
1958-06-11,Czechoslovakia,West Germany,2,2,World Cup,Sweden,True
1958-06-12,Sweden,Hungary,2,1,World Cup,Sweden,False
1958-06-15,Hungary,Mexico,4,0,World Cup,Sweden,True
1958-06-15,Czechoslovakia,Argentina,6,1,World Cup,Sweden,True
1958-06-15,Brazil,Soviet Union,2,0,World Cup,Sweden,True
1958-06-15,Paraguay,Yugoslavia,3,3,World Cup,Sweden,True
1958-06-15,France,Scotland,2,1,World Cup,Sweden,True
1958-06-15,Austria,England,2,2,World Cup,Sweden,True
1958-06-15,Sweden,Wales,0,0,World Cup,Sweden,False
1958-06-15,Northern Ireland,West Germany,2,2,World Cup,Sweden,True
1958-06-15,Norway,Finland,2,0,Nordic Championship,Norway,False
1958-06-17,Soviet Union,England,1,0,World Cup,Sweden,True
1958-06-17,Wales,Hungary,2,1,World Cup,Sweden,True
1958-06-17,Northern Ireland,Czechoslovakia,2,1,World Cup,Sweden,True
1958-06-19,Brazil,Wales,1,0,World Cup,Sweden,True
1958-06-19,France,Northern Ireland,4,0,World Cup,Sweden,True
1958-06-19,West Germany,Yugoslavia,1,0,World Cup,Sweden,True
1958-06-19,Sweden,Soviet Union,2,0,World Cup,Sweden,False
1958-06-24,Brazil,France,5,2,World Cup,Sweden,True
1958-06-24,Sweden,West Germany,3,1,World Cup,Sweden,False
1958-06-28,France,West Germany,6,3,World Cup,Sweden,True
1958-06-28,East Germany,Poland,1,1,Friendly,East Germany,False
1958-06-29,Sweden,Brazil,2,5,World Cup,Sweden,False
1958-06-29,Denmark,Norway,1,2,Nordic Championship,Denmark,False
1958-07-02,Singapore,Indonesia,0,5,Friendly,Singapore,False
1958-07-03,Indonesia,Malaya,4,2,Friendly,Singapore,True
1958-08-13,Norway,East Germany,6,5,Friendly,Norway,False
1958-08-16,New Zealand,Australia,2,3,Friendly,New Zealand,False
1958-08-20,Finland,Sweden,1,7,Nordic Championship,Finland,False
1958-08-23,New Zealand,Australia,2,2,Friendly,New Zealand,False
1958-08-30,Malaya,Indonesia,3,2,Independence Tournament,Malaya,False
1958-08-30,Singapore,South Vietnam,4,4,Independence Tournament,Malaya,True
1958-08-30,Czechoslovakia,Soviet Union,1,2,Friendly,Czechoslovakia,False
1958-08-31,Indonesia,Singapore,2,0,Independence Tournament,Malaya,True
1958-08-31,Hong Kong,South Vietnam,5,3,Independence Tournament,Malaya,True
1958-08-31,New Caledonia,New Zealand,1,2,Friendly,New Caledonia,False
1958-09-01,Malaya,Hong Kong,3,0,Independence Tournament,Malaya,False
1958-09-02,Indonesia,South Vietnam,4,1,Independence Tournament,Malaya,True
1958-09-02,Malaya,Singapore,0,0,Independence Tournament,Malaya,False
1958-09-03,Hong Kong,Singapore,2,0,Independence Tournament,Malaya,True
1958-09-04,Hong Kong,Indonesia,2,1,Independence Tournament,Malaya,True
1958-09-04,Malaya,South Vietnam,2,0,Independence Tournament,Malaya,False
1958-09-07,New Caledonia,New Zealand,1,5,Friendly,New Caledonia,False
1958-09-14,New Caledonia,New Zealand,1,2,Friendly,New Caledonia,False
1958-09-14,Austria,Yugoslavia,3,4,Friendly,Austria,False
1958-09-14,Poland,Hungary,1,3,Friendly,Poland,False
1958-09-14,Norway,Sweden,0,2,Nordic Championship,Norway,False
1958-09-14,Finland,Denmark,1,4,Nordic Championship,Finland,False
1958-09-14,East Germany,Romania,3,2,Friendly,East Germany,False
1958-09-20,Czechoslovakia,Switzerland,2,1,International Cup,Czechoslovakia,False
1958-09-24,Denmark,West Germany,1,1,Friendly,Denmark,False
1958-09-28,Soviet Union,Hungary,3,1,European Championship qual,Soviet Union,False
1958-09-28,Belgium,Netherlands,2,3,Friendly,Belgium,False
1958-10-01,France,Greece,7,1,European Championship qual,France,False
1958-10-04,Uganda,Zanzibar,1,1,Gossage Cup,Kenya,True
1958-10-04,Northern Ireland,England,3,3,British Championship,Northern Ireland,False
1958-10-05,Kenya,Tanganyika,3,1,Gossage Cup,Kenya,False
1958-10-05,Austria,France,1,2,Friendly,Austria,False
1958-10-05,Yugoslavia,Hungary,4,4,Friendly,Yugoslavia,False
1958-10-05,Ireland,Poland,2,2,Friendly,Ireland,False
1958-10-05,East Germany,Bulgaria,1,1,Friendly,East Germany,False
1958-10-07,Uganda,Tanganyika,2,0,Gossage Cup,Kenya,True
1958-10-08,Kenya,Zanzibar,4,0,Gossage Cup,Kenya,False
1958-10-10,Tanganyika,Zanzibar,3,2,Gossage Cup,Kenya,True
1958-10-11,Kenya,Uganda,2,0,Gossage Cup,Kenya,False
1958-10-12,Czechoslovakia,Bulgaria,0,1,Friendly,Czechoslovakia,False
1958-10-15,Spain,Northern Ireland,6,2,Friendly,Spain,False
1958-10-15,Netherlands,Denmark,5,1,Friendly,Netherlands,False
1958-10-16,Reunion,Mauritius,0,2,Triangulaire,Reunion,False
1958-10-18,Wales,Scotland,0,3,British Championship,Wales,False
1958-10-19,Reunion,Madagascar,1,3,Triangulaire,Reunion,False
1958-10-22,England,Soviet Union,5,0,Friendly,England,False
1958-10-23,Madagascar,Mauritius,3,2,Triangulaire,Reunion,True
1958-10-25,Nigeria,Ghana,3,2,Jalco Cup,Nigeria,False
1958-10-26,Romania,Hungary,1,2,Friendly,Romania,False
1958-10-26,Belgium,Turkey,1,1,Friendly,Belgium,False
1958-10-26,France,West Germany,2,2,Friendly,France,False
1958-10-26,Sweden,Denmark,4,4,Nordic Championship,Sweden,False
1958-11-02,Netherlands,Switzerland,2,0,Friendly,Netherlands,False
1958-11-02,East Germany,Norway,4,1,Friendly,East Germany,False
